距	㇑㇕㇐㇑㇐㇑㇀㇐㇕㇐㇗
荷	㇐㇑㇑㇓㇑㇐㇑㇕㇐㇚
纱	㇜㇜㇀㇑㇓㇔㇓
舟	㇓㇓㇆㇔㇐㇔
愤	㇔㇔㇑㇐㇑㇐㇑㇑㇑㇕㇓㇔
姓	㇛㇓㇐㇓㇐㇐㇑㇐
荣	㇐㇑㇑㇔㇇㇐㇑㇓㇏
耀	㇑㇔㇓㇐㇓㇙㇕㇔㇀㇕㇔㇀㇓㇑㇔㇐㇐㇐㇑㇐
栈	㇐㇑㇓㇔㇐㇐㇂㇓㇔
蒙	㇐㇑㇑㇔㇇㇐㇐㇓㇁㇓㇓㇓㇏
稀	㇓㇐㇑㇓㇔㇓㇔㇐㇓㇑㇆㇑
圣	㇇㇏㇐㇑㇐
闸	㇔㇑㇆㇑㇕㇐㇐㇑
官	㇔㇔㇇㇑㇕㇐㇕㇐
蚁	㇑㇕㇐㇑㇐㇔㇔㇓㇏
仄	㇐㇓㇓㇏
踩	㇑㇕㇐㇑㇐㇑㇀㇓㇔㇔㇓㇐㇑㇓㇏
菁	㇐㇑㇑㇐㇐㇑㇐㇑㇆㇐㇐
聪	㇐㇑㇑㇐㇐㇀㇔㇓㇑㇕㇐㇔㇂㇔㇔
黏	㇓㇐㇑㇓㇔㇓㇔㇚㇔㇀㇔㇔㇑㇐㇑㇕㇐
猪	㇓㇁㇓㇐㇑㇐㇓㇑㇕㇐㇐
治	㇔㇔㇀㇜㇔㇑㇕㇐
隙	㇡㇑㇑㇓㇔㇑㇕㇐㇐㇚㇓㇔
屉	㇕㇐㇓㇐㇑㇑㇐㇗
青	㇐㇐㇑㇐㇑㇆㇐㇐
毗	㇑㇕㇐㇑㇐㇐㇙㇓㇟
雾	㇐㇔㇇㇑㇔㇔㇔㇔㇓㇇㇏㇆㇓
隍	㇡㇑㇓㇑㇕㇐㇐㇐㇐㇑㇐
庙	㇔㇐㇓㇑㇕㇐㇑㇐
尊	㇔㇓㇐㇑㇕㇓㇗㇐㇐㇐㇚㇔
滚	㇔㇔㇀㇔㇐㇓㇔㇜㇔㇓㇙㇓㇏
恨	㇔㇔㇑㇕㇐㇐㇙㇓㇏
勤	㇐㇑㇑㇐㇑㇕㇐㇐㇐㇑㇀㇆㇓
厌	㇐㇓㇐㇓㇏㇔
横	㇐㇑㇓㇔㇐㇑㇑㇐㇑㇕㇐㇑㇐㇓㇔
絮	㇛㇓㇐㇑㇕㇐㇜㇜㇔㇚㇓㇔
誉	㇔㇔㇓㇐㇓㇏㇔㇐㇐㇐㇑㇕㇐
胆	㇓㇆㇐㇐㇑㇕㇐㇐㇐
战	㇑㇐㇑㇕㇐㇐㇂㇓㇔
饼	㇓㇇㇙㇔㇓㇐㇐㇓㇑
田	㇑㇕㇐㇑㇐
坊	㇐㇑㇀㇔㇐㇆㇓
缴	㇜㇜㇀㇓㇑㇕㇐㇐㇔㇐㇆㇓㇓㇐㇓㇏
摁	㇐㇚㇀㇑㇕㇐㇓㇔㇐㇔㇂㇔㇔
钩	㇓㇐㇐㇐㇙㇓㇆㇜㇔
戴	㇐㇑㇐㇑㇕㇐㇑㇐㇐㇑㇑㇐㇓㇔㇂㇓㇔
丧	㇐㇑㇔㇓㇐㇙㇓㇏
擦	㇐㇚㇀㇔㇔㇇㇓㇇㇔㇔㇇㇏㇐㇐㇚㇓㇔
洞	㇔㇔㇀㇑㇆㇐㇑㇕㇐
笼	㇓㇐㇔㇓㇐㇔㇐㇓㇟㇓㇔
抠	㇐㇚㇀㇐㇓㇔㇗
陷	㇡㇑㇓㇇㇓㇑㇐㇕㇐㇐
腰	㇓㇆㇐㇐㇐㇑㇕㇑㇑㇐㇛㇓㇐
牢	㇔㇔㇇㇓㇐㇐㇑
瓜	㇓㇓㇙㇔㇏
睿	㇑㇐㇔㇇㇐㇓㇔㇓㇏㇑㇕㇐㇐㇐
囉	㇑㇕㇐㇑㇕㇑㇑㇐㇜㇜㇔㇔㇔㇔㇓㇑㇔㇐㇐㇐㇑㇐
唆	㇑㇕㇐㇜㇔㇓㇔㇓㇇㇏
玛	㇐㇐㇑㇀㇕㇉㇐
灭	㇐㇔㇓㇓㇏
纪	㇜㇜㇀㇕㇐㇟
赈	㇑㇕㇓㇔㇐㇓㇐㇐㇙㇓㇏
觅	㇓㇔㇔㇓㇑㇕㇓㇟
甄	㇐㇑㇕㇑㇑㇐㇐㇑㇀㇐㇙㇈㇔
酬	㇐㇑㇕㇓㇗㇐㇐㇔㇓㇔㇑㇔㇑
肤	㇓㇆㇐㇐㇐㇐㇓㇏
叉	㇇㇏㇔
漓	㇔㇔㇀㇔㇐㇓㇔㇗㇑㇑㇆㇜㇔
弹	㇕㇐㇉㇔㇓㇑㇕㇐㇐㇐㇑
簧	㇓㇐㇔㇓㇐㇔㇐㇑㇑㇐㇑㇕㇐㇑㇐㇓㇔
塔	㇐㇑㇀㇐㇑㇑㇓㇏㇐㇑㇕㇐
堡	㇓㇑㇑㇕㇐㇐㇑㇓㇏㇐㇑㇐
沫	㇔㇔㇀㇐㇐㇑㇓㇏
嘴	㇑㇕㇐㇑㇐㇑㇀㇓㇟㇓㇇㇓㇆㇐㇐㇑
绑	㇜㇜㇀㇐㇐㇐㇓㇡㇑
瘪	㇔㇐㇓㇔㇀㇓㇑㇕㇐㇐㇐㇓㇏㇓㇟
盲	㇔㇐㇗㇑㇕㇐㇐㇐
欲	㇓㇔㇓㇔㇑㇕㇐㇓㇇㇓㇏
瘦	㇔㇐㇓㇔㇀㇓㇑㇐㇕㇐㇐㇑㇇㇏
讥	㇔㇊㇓㇈
列	㇐㇓㇇㇔㇑㇚
聊	㇐㇑㇑㇐㇐㇀㇓㇙㇓㇆㇑
沪	㇔㇔㇀㇔㇕㇐㇓
君	㇕㇐㇐㇓㇑㇕㇐
忐	㇑㇐㇐㇔㇂㇔㇔
忑	㇐㇑㇔㇔㇂㇔㇔
郎	㇔㇕㇐㇐㇙㇔㇡㇑
矮	㇓㇐㇐㇓㇔㇓㇐㇑㇓㇏㇛㇓㇐
鸡	㇇㇔㇓㇆㇔㇉㇐
仿	㇓㇑㇔㇐㇆㇓
佛	㇓㇑㇕㇐㇉㇓㇑
烹	㇔㇐㇑㇕㇐㇇㇚㇔㇔㇔㇔
饪	㇓㇇㇙㇓㇐㇑㇐
俭	㇓㇑㇓㇏㇐㇔㇔㇓㇐
婷	㇛㇓㇐㇔㇐㇑㇕㇐㇔㇇㇐㇚
媳	㇛㇓㇐㇓㇑㇕㇐㇐㇐㇔㇂㇔㇔
妇	㇛㇓㇐㇕㇐㇐
凹	㇑㇅㇑㇕㇐
艳	㇐㇐㇐㇑㇓㇇㇕㇑㇐㇟
驴	㇕㇉㇀㇔㇕㇐㇓
铂	㇓㇐㇐㇐㇙㇓㇑㇕㇐㇐
曼	㇑㇕㇐㇐㇑㇕㇑㇑㇐㇇㇏
蹦	㇑㇕㇐㇑㇐㇑㇀㇑㇗㇑㇓㇆㇐㇐㇓㇆㇐㇐
溶	㇔㇔㇀㇔㇔㇇㇓㇔㇓㇏㇑㇕㇐
盒	㇓㇏㇐㇑㇕㇐㇑㇕㇑㇑㇐
撒	㇐㇚㇀㇐㇑㇑㇐㇑㇆㇐㇐㇓㇐㇓㇏
辣	㇔㇐㇔㇓㇐㇐㇓㇐㇑㇕㇐㇑㇓㇏
饺	㇓㇇㇙㇔㇐㇓㇔㇓㇏
馄	㇓㇇㇙㇑㇕㇐㇐㇐㇙㇓㇟
饨	㇓㇇㇙㇐㇗㇑㇟
砍	㇐㇓㇑㇕㇐㇓㇇㇓㇏
杠	㇐㇑㇓㇔㇐㇑㇐
逃	㇓㇔㇀㇟㇓㇔㇔㇋㇏
踹	㇑㇕㇐㇑㇐㇑㇀㇑㇗㇑㇐㇓㇑㇆㇑㇑
读	㇔㇊㇐㇑㇇㇔㇔㇐㇓㇔
峰	㇑㇗㇑㇓㇇㇏㇐㇐㇐㇑
魁	㇓㇑㇕㇐㇐㇓㇟㇜㇔㇔㇔㇐㇑
祸	㇔㇇㇑㇔㇑㇕㇐㇑㇆㇓㇔
裙	㇔㇇㇑㇓㇔㇕㇐㇐㇓㇑㇕㇐
衩	㇔㇇㇑㇓㇔㇇㇏㇔
娜	㇛㇓㇐㇆㇐㇐㇓㇡㇑
姗	㇛㇓㇐㇓㇆㇓㇆㇐
茹	㇐㇑㇑㇛㇓㇐㇑㇕㇐
晴	㇑㇕㇐㇐㇐㇐㇑㇐㇑㇆㇐㇐
芽	㇐㇑㇑㇐㇜㇚㇓
倩	㇓㇑㇐㇐㇑㇐㇑㇆㇐㇐
燃	㇔㇓㇓㇔㇓㇇㇔㇔㇐㇓㇏㇔㇔㇔㇔㇔
贼	㇑㇕㇓㇔㇐㇐㇓㇂㇓㇔
苹	㇐㇑㇑㇐㇔㇓㇐㇑
橙	㇐㇑㇓㇔㇇㇔㇓㇓㇏㇐㇑㇕㇐㇔㇓㇐
壹	㇐㇑㇐㇔㇇㇐㇑㇕㇐㇔㇓㇐
绰	㇜㇜㇀㇑㇐㇑㇕㇐㇐㇐㇑
憋	㇔㇓㇑㇆㇑㇓㇔㇓㇐㇓㇏㇔㇂㇔㇔
坡	㇐㇑㇀㇇㇓㇑㇇㇏
咸	㇐㇓㇐㇑㇕㇐㇂㇓㇔
诈	㇔㇊㇓㇐㇑㇐㇐
冒	㇑㇕㇐㇐㇑㇕㇐㇐㇐
拽	㇐㇚㇀㇑㇕㇐㇐㇂㇓
旺	㇑㇕㇐㇐㇐㇐㇑㇐
癖	㇔㇐㇓㇔㇀㇕㇐㇓㇑㇕㇐㇔㇐㇔㇓㇐㇐㇑
陌	㇡㇑㇐㇓㇑㇕㇐㇐
俗	㇓㇑㇓㇔㇓㇏㇑㇕㇐
肚	㇓㇆㇐㇐㇐㇑㇐
桂	㇐㇑㇓㇔㇐㇑㇐㇐㇑㇐
蜜	㇔㇔㇇㇔㇂㇔㇓㇔㇑㇕㇐㇑㇐㇔
躲	㇓㇑㇆㇐㇐㇐㇓㇓㇅㇐㇑㇓㇏
芮	㇐㇑㇑㇑㇆㇓㇔
凶	㇓㇔㇗㇑
冠	㇔㇇㇐㇐㇓㇟㇐㇚㇔
瓷	㇔㇀㇓㇇㇓㇏㇐㇙㇈㇔
砖	㇐㇓㇑㇕㇐㇐㇐ㄣ㇔
贪	㇓㇏㇔㇇㇑㇕㇓㇔
戒	㇐㇐㇓㇑㇂㇓㇔
瓦	㇐㇙㇈㇔
昂	㇑㇕㇐㇐㇓㇙㇆㇑
呐	㇑㇕㇐㇑㇆㇓㇔
吞	㇐㇐㇓㇏㇑㇕㇐
馅	㇓㇇㇙㇓㇇㇓㇑㇐㇕㇐㇐
震	㇐㇔㇇㇑㇔㇔㇔㇔㇐㇓㇐㇐㇙㇓㇏
阵	㇡㇑㇐㇜㇐㇑
樽	㇐㇑㇓㇔㇔㇓㇐㇑㇕㇓㇗㇐㇐㇐㇚㇔
缓	㇜㇜㇀㇓㇔㇔㇓㇐㇐㇓㇇㇏
拇	㇐㇚㇀㇗㇆㇔㇐㇔
肿	㇓㇆㇐㇐㇑㇕㇐㇑
篮	㇓㇐㇔㇓㇐㇔㇑㇑㇓㇐㇔㇑㇕㇑㇑㇐
凸	㇑㇐㇑㇎㇐
霜	㇐㇔㇇㇑㇔㇔㇔㇔㇐㇑㇓㇔㇑㇕㇐㇐㇐
映	㇑㇕㇐㇐㇑㇕㇐㇓㇏
歪	㇐㇓㇑㇔㇐㇑㇐㇑㇐
钥	㇓㇐㇐㇐㇙㇓㇆㇐㇐
匙	㇑㇕㇐㇐㇐㇑㇐㇓㇏㇓㇟
剪	㇔㇓㇐㇑㇆㇐㇐㇑㇚㇆㇓
帕	㇑㇆㇑㇓㇑㇕㇐㇐
恩	㇑㇕㇐㇓㇔㇐㇔㇂㇔㇔
铜	㇓㇐㇐㇐㇙㇑㇆㇐㇑㇕㇐
炫	㇔㇓㇓㇔㇔㇐㇜㇜㇔
诸	㇔㇊㇐㇑㇐㇓㇑㇕㇐㇐
抱	㇐㇚㇀㇓㇆㇕㇐㇟
禅	㇔㇇㇑㇔㇔㇓㇑㇕㇐㇐㇐㇑
蹲	㇑㇕㇐㇑㇐㇑㇀㇔㇓㇐㇑㇕㇓㇗㇐㇐㇐㇚㇔
岸	㇑㇗㇑㇐㇓㇐㇐㇑
扶	㇐㇚㇀㇐㇐㇓㇏
揍	㇐㇚㇀㇐㇐㇐㇓㇏㇐㇐㇓㇔
沂	㇔㇔㇀㇓㇓㇐㇑
唐	㇔㇐㇓㇕㇐㇐㇑㇑㇕㇐
稽	㇓㇐㇑㇓㇔㇐㇓㇟㇔㇓㇟㇑㇕㇐㇐
嫖	㇛㇓㇐㇐㇑㇕㇑㇑㇐㇐㇐㇚㇓㇔
杜	㇐㇑㇓㇔㇐㇑㇐
莎	㇐㇑㇑㇔㇔㇀㇑㇓㇔㇓
蜡	㇑㇕㇐㇑㇐㇔㇐㇑㇑㇐㇑㇕㇐㇐
骸	㇑㇕㇕㇔㇇㇑㇆㇐㇐㇔㇐㇜㇓㇓㇔
趴	㇑㇕㇐㇑㇐㇑㇀㇓㇏
测	㇔㇔㇀㇑㇕㇓㇔㇑㇚
隘	㇡㇑㇔㇓㇐㇓㇔㇑㇕㇑㇑㇐
截	㇐㇑㇐㇓㇑㇔㇐㇐㇐㇑㇐㇂㇓㇔
迁	㇓㇐㇑㇔㇋㇏
曰	㇑㇕㇐㇐
帽	㇑㇆㇑㇑㇕㇐㇐㇑㇕㇐㇐㇐
皱	㇓㇇㇕㇐㇐㇇㇓㇑㇇㇏
灾	㇔㇔㇇㇔㇓㇓㇏
拎	㇐㇚㇀㇓㇏㇔㇇㇔
喽	㇑㇕㇐㇔㇓㇐㇑㇓㇏㇛㇓㇐
莉	㇐㇑㇑㇓㇐㇑㇓㇔㇑㇚
枫	㇐㇑㇓㇔㇓㇈㇓㇔
嘿	㇑㇕㇐㇑㇕㇔㇓㇐㇑㇐㇐㇔㇔㇔㇔
鹏	㇓㇆㇐㇐㇓㇆㇐㇐㇓㇆㇔㇉㇐
桃	㇐㇑㇓㇔㇓㇔㇀㇟㇓㇔
醇	㇐㇑㇕㇓㇗㇐㇐㇔㇐㇑㇕㇐㇇㇚㇐
逊	㇇㇚㇀㇚㇓㇔㇔㇋㇏
梳	㇐㇑㇓㇔㇔㇐㇜㇔㇓㇑㇟
妆	㇔㇀㇑㇛㇓㇐
喆	㇐㇑㇐㇑㇕㇐㇐㇑㇐㇑㇕㇐
币	㇓㇑㇆㇑
秽	㇓㇐㇑㇓㇔㇑㇗㇑㇓㇇㇔
滨	㇔㇔㇀㇔㇔㇇㇓㇑㇐㇑㇐㇓㇔
津	㇔㇔㇀㇕㇐㇐㇐㇐㇑
秀	㇓㇐㇑㇓㇏㇡㇓
洲	㇔㇔㇀㇔㇓㇔㇑㇔㇑
惨	㇔㇔㇑㇜㇔㇐㇓㇏㇓㇓㇓
睹	㇑㇕㇐㇐㇐㇐㇑㇐㇓㇑㇕㇐㇐
框	㇐㇑㇓㇔㇐㇐㇐㇑㇐㇗
摇	㇐㇚㇀㇓㇔㇔㇓㇓㇐㇐㇑㇗㇑
坠	㇡㇑㇓㇏㇐㇑㇐
掰	㇓㇐㇐㇓㇓㇏㇆㇓㇓㇐㇐㇚
嘎	㇑㇕㇐㇐㇓㇑㇕㇐㇐㇐㇐㇂㇓㇔
碧	㇐㇐㇑㇀㇓㇑㇕㇐㇐㇐㇓㇑㇕㇐
辉	㇑㇔㇓㇐㇓㇙㇔㇇㇐㇜㇐㇑
煌	㇔㇓㇓㇔㇓㇑㇕㇐㇐㇐㇐㇑㇐
旷	㇑㇕㇐㇐㇔㇐㇓
岛	㇓㇆㇔㇉㇑㇗㇑
晃	㇑㇕㇐㇐㇑㇔㇓㇐㇓㇟
莅	㇐㇑㇑㇓㇑㇔㇐㇔㇓㇐
诺	㇔㇊㇐㇑㇑㇐㇓㇑㇕㇐
卷	㇔㇓㇐㇐㇓㇏㇆㇟
郭	㇔㇐㇑㇕㇐㇇㇚㇀㇡㇑
樊	㇐㇑㇓㇔㇓㇔㇓㇔㇐㇑㇓㇔㇐㇓㇏
薰	㇐㇑㇑㇓㇐㇑㇕㇔㇓㇐㇑㇐㇐㇔㇔㇔㇔
酷	㇐㇑㇕㇓㇗㇐㇐㇓㇐㇑㇐㇑㇕㇐
眺	㇑㇕㇐㇐㇐㇓㇔㇀㇟㇓㇔
崔	㇑㇗㇑㇓㇑㇔㇐㇐㇐㇑㇐
鑫	㇓㇏㇐㇐㇑㇔㇓㇐㇓㇏㇐㇐㇑㇔㇓㇀㇓㇏㇐㇐㇑㇔㇓㇐
茅	㇐㇑㇑㇇㇔㇇㇚㇓
俊	㇓㇑㇜㇔㇓㇔㇓㇇㇏
莓	㇐㇑㇑㇓㇐㇗㇆㇔㇐㇔
迅	㇈㇐㇑㇔㇋㇏
摘	㇐㇚㇀㇔㇐㇔㇓㇑㇆㇐㇑㇑㇕㇐
尹	㇕㇐㇐㇓
泽	㇔㇔㇀㇇㇏㇐㇐㇑
戎	㇐㇐㇓㇂㇓㇔
祥	㇔㇇㇑㇔㇔㇓㇐㇐㇐㇑
攻	㇐㇑㇀㇓㇐㇓㇏
蕾	㇐㇑㇑㇐㇔㇇㇑㇔㇔㇔㇔㇑㇕㇐㇑㇐
守	㇔㇔㇇㇐㇚㇔
梁	㇔㇔㇀㇆㇓㇔㇔㇐㇑㇓㇏
懈	㇔㇔㇑㇓㇇㇓㇆㇐㇐㇑㇆㇓㇓㇐㇐㇑
唧	㇑㇕㇐㇕㇐㇐㇙㇔㇆㇑
逻	㇑㇕㇑㇑㇐㇓㇇㇔㇔㇋㇏
谅	㇔㇊㇔㇐㇑㇕㇐㇚㇓㇔
朱	㇓㇐㇐㇑㇓㇏
葱	㇐㇑㇑㇓㇆㇓㇓㇔㇔㇂㇔㇔
澈	㇔㇔㇀㇔㇐㇜㇔㇑㇆㇐㇐㇓㇐㇓㇏
荡	㇐㇑㇑㇔㇔㇀㇡㇓㇓
漾	㇔㇔㇀㇔㇓㇐㇐㇑㇐㇔㇆㇇㇓㇏
涵	㇔㇔㇀㇇㇚㇔㇀㇓㇔㇗㇑
侈	㇓㇑㇓㇇㇔㇓㇇㇔
绩	㇜㇜㇀㇐㇐㇑㇐㇑㇕㇓㇔
彼	㇓㇓㇑㇇㇓㇑㇇㇏
犯	㇓㇁㇓㇆㇟
勇	㇇㇔㇑㇕㇐㇐㇑㇆㇓
朴	㇐㇑㇓㇔㇑㇔
妃	㇛㇓㇐㇕㇐㇟
粮	㇔㇓㇐㇑㇓㇔㇔㇕㇐㇐㇙㇓㇏
靖	㇔㇐㇔㇓㇀㇐㇐㇑㇐㇑㇆㇐㇐
桄	㇐㇑㇓㇔㇑㇔㇓㇐㇓㇟
榔	㇐㇑㇓㇔㇔㇕㇐㇐㇙㇔㇡㇑
抹	㇐㇚㇀㇐㇐㇑㇓㇏
谊	㇔㇊㇔㇔㇇㇑㇕㇐㇐㇐
碑	㇐㇓㇑㇕㇐㇓㇑㇕㇐㇐㇓㇐㇑
拱	㇐㇚㇀㇐㇑㇑㇐㇓㇔
描	㇐㇚㇀㇐㇑㇑㇑㇕㇐㇑㇐
伊	㇓㇑㇕㇐㇐㇓
囗	㇑㇕㇐
颇	㇇㇓㇑㇇㇔㇐㇓㇑㇕㇓㇔
蕴	㇐㇑㇑㇜㇜㇀㇑㇕㇐㇐㇑㇕㇑㇑㇐
碎	㇐㇓㇑㇕㇐㇔㇐㇓㇔㇓㇔㇐㇑
辞	㇓㇐㇑㇑㇕㇐㇔㇐㇔㇓㇐㇐㇑
屑	㇕㇐㇓㇑㇔㇓㇑㇆㇐㇐
沃	㇔㇔㇀㇓㇐㇓㇏
挪	㇐㇚㇀㇆㇐㇐㇓㇡㇑
捂	㇐㇚㇀㇐㇑㇕㇐㇑㇕㇐
赌	㇑㇕㇓㇔㇐㇑㇐㇓㇑㇕㇐㇐
璧	㇕㇐㇓㇑㇕㇐㇔㇐㇔㇓㇐㇐㇑㇐㇐㇑㇐㇔
蜈	㇑㇕㇐㇑㇐㇔㇑㇕㇐㇐㇐㇓㇏
蚣	㇑㇕㇐㇑㇐㇔㇓㇏㇜㇔
薄	㇐㇑㇑㇔㇔㇀㇐㇑㇕㇐㇐㇑㇔㇐㇚㇔
喧	㇑㇕㇐㇔㇔㇇㇐㇑㇕㇐㇐㇐
嚣	㇑㇕㇐㇑㇕㇐㇐㇓㇑㇕㇓㇔㇑㇕㇐㇑㇕㇐
呦	㇑㇕㇐㇜㇜㇔㇆㇓
闯	㇔㇑㇆㇕㇉㇐
抡	㇐㇚㇀㇓㇏㇓㇟
鞭	㇐㇑㇑㇐㇑㇕㇐㇐㇑㇓㇑㇐㇑㇕㇐㇐㇓㇏
睫	㇑㇕㇐㇐㇐㇐㇕㇐㇐㇑㇐㇓㇏
菲	㇐㇑㇑㇑㇐㇐㇐㇑㇐㇐㇐
税	㇓㇐㇑㇓㇔㇔㇓㇑㇕㇐㇓㇟
悬	㇑㇕㇐㇐㇐㇜㇔㇔㇂㇔㇔
封	㇐㇑㇐㇐㇑㇀㇐㇚㇔
硌	㇐㇓㇑㇕㇐㇓㇇㇏㇑㇕㇐
掩	㇐㇚㇀㇐㇓㇏㇑㇕㇐㇐㇟
泊	㇔㇔㇀㇓㇑㇕㇐㇐
槐	㇐㇑㇓㇔㇓㇑㇕㇐㇐㇓㇟㇜㇔
猜	㇓㇁㇓㇐㇐㇑㇐㇑㇆㇐㇐
袍	㇔㇇㇑㇓㇔㇓㇆㇕㇐㇟
碌	㇐㇓㇑㇕㇐㇕㇐㇐㇚㇔㇀㇓㇏
喘	㇑㇕㇐㇑㇗㇑㇐㇓㇑㇆㇑㇑
靶	㇐㇑㇑㇐㇑㇕㇐㇐㇑㇕㇑㇐㇟
腿	㇓㇆㇐㇐㇕㇐㇐㇙㇓㇔㇔㇋㇏
矛	㇇㇔㇇㇚㇓
盾	㇓㇓㇐㇑㇑㇕㇐㇐㇐
扭	㇐㇚㇀㇕㇑㇐㇐
翩	㇔㇕㇐㇓㇑㇆㇐㇑㇑㇆㇔㇀㇆㇔㇀
颤	㇔㇐㇑㇕㇑㇕㇐㇐㇑㇕㇐㇐㇀㇐㇓㇑㇕㇓㇔
抖	㇐㇚㇀㇔㇔㇐㇑
勿	㇓㇆㇓㇓
慨	㇔㇔㇑㇕㇐㇐㇙㇔㇐㇜㇓㇟
痴	㇔㇐㇓㇔㇀㇓㇐㇐㇓㇔㇑㇕㇐
沽	㇔㇔㇀㇐㇑㇑㇕㇐
丝	㇜㇜㇜㇜㇐
缀	㇜㇜㇀㇇㇔㇇㇔㇇㇔㇇㇏
滤	㇔㇔㇀㇑㇐㇇㇓㇐㇟㇔㇂㇔㇔
栋	㇐㇑㇓㇔㇐㇜㇚㇓㇔
咬	㇑㇕㇐㇔㇐㇓㇔㇓㇏
母	㇗㇆㇔㇐㇔
旬	㇓㇆㇑㇕㇐㇐
赢	㇔㇐㇗㇑㇕㇐㇓㇆㇐㇐㇑㇕㇓㇔㇓㇈㇔
咯	㇑㇕㇐㇓㇇㇏㇑㇕㇐
孤	㇇㇚㇀㇓㇓㇙㇔㇏
淹	㇔㇔㇀㇐㇓㇏㇑㇕㇐㇐㇟
膝	㇓㇆㇐㇐㇐㇑㇓㇔㇓㇏㇚㇔㇀㇔㇔
怡	㇔㇔㇑㇜㇔㇑㇕㇐
捏	㇐㇚㇀㇑㇕㇐㇐㇐㇑㇐
馒	㇓㇇㇙㇑㇕㇐㇐㇑㇕㇑㇑㇐㇇㇏
穷	㇔㇔㇇㇓㇔㇆㇓
沦	㇔㇔㇀㇓㇏㇓㇟
坯	㇐㇑㇀㇐㇓㇑㇔㇐
帖	㇑㇆㇑㇑㇐㇑㇕㇐
疙	㇔㇐㇓㇔㇀㇓㇐㇈
唉	㇑㇕㇐㇜㇔㇓㇐㇐㇓㇏
胺	㇓㇆㇐㇐㇔㇔㇇㇛㇓㇐
呜	㇑㇕㇐㇓㇆㇉㇐
县	㇑㇕㇐㇐㇐㇜㇔
鸿	㇔㇔㇀㇐㇑㇀㇓㇆㇔㇉㇐
斋	㇔㇐㇓㇏㇐㇓㇑㇆㇑㇑
筷	㇓㇐㇔㇓㇐㇔㇔㇔㇑㇕㇐㇓㇏
勺	㇓㇆㇔
哨	㇑㇕㇐㇑㇔㇓㇑㇆㇐㇐
废	㇔㇐㇓㇜㇓㇇㇏㇔
卸	㇓㇐㇐㇑㇐㇑㇀㇆㇑
啃	㇑㇕㇐㇑㇐㇑㇐㇑㇆㇐㇐
筛	㇓㇐㇔㇓㇐㇔㇑㇓㇐㇑㇆㇑
缩	㇜㇜㇀㇔㇔㇇㇓㇑㇐㇓㇑㇕㇐㇐
埠	㇐㇑㇀㇓㇑㇕㇐㇕㇐㇐㇑
兑	㇔㇓㇑㇕㇐㇓㇟
跨	㇑㇕㇐㇑㇐㇑㇀㇐㇓㇏㇐㇐㇉
炊	㇔㇓㇓㇔㇓㇇㇓㇏
柱	㇐㇑㇓㇔㇔㇐㇐㇑㇐
歌	㇐㇑㇕㇐㇑㇐㇑㇕㇐㇚㇓㇇㇓㇏
讯	㇔㇊㇈㇐㇑
述	㇐㇑㇓㇔㇔㇔㇋㇏
罐	㇓㇐㇐㇑㇗㇑㇐㇑㇑㇑㇕㇐㇑㇕㇐㇓㇑㇔㇐㇐㇐㇑㇐
丑	㇕㇑㇐㇐
贫	㇓㇏㇆㇓㇑㇕㇓㇔
糖	㇔㇓㇐㇑㇓㇔㇔㇐㇓㇕㇐㇐㇑㇑㇕㇐
获	㇐㇑㇑㇓㇁㇓㇐㇓㇏㇔
庞	㇔㇐㇓㇐㇓㇟㇓㇔
倾	㇓㇑㇐㇙㇐㇓㇑㇕㇓㇔
笨	㇓㇐㇔㇓㇐㇔㇐㇑㇓㇏㇐
嗝	㇑㇕㇐㇐㇑㇕㇐㇑㇆㇔㇓㇐㇑
晩	㇑㇕㇐㇐㇓㇇㇑㇕㇑㇐㇓㇟
缇	㇜㇜㇀㇑㇕㇐㇐㇐㇑㇐㇓㇏
寨	㇔㇔㇇㇐㇐㇑㇑㇐㇓㇏㇐㇚㇓㇔
姆	㇛㇓㇐㇗㇆㇔㇐㇔
俏	㇓㇑㇑㇔㇓㇑㇆㇐㇐
霾	㇐㇔㇇㇑㇔㇔㇔㇔㇓㇔㇔㇓㇁㇓㇓㇑㇕㇐㇐㇑㇐㇐
勃	㇐㇑㇔㇇㇇㇚㇀㇆㇓
泥	㇔㇔㇀㇕㇐㇓㇓㇟
塝	㇐㇑㇀㇔㇐㇔㇓㇔㇇㇔㇐㇆㇓
荆	㇐㇑㇑㇐㇐㇓㇑㇑㇚
眉	㇕㇑㇐㇓㇑㇕㇐㇐㇐
虾	㇑㇕㇐㇑㇐㇔㇐㇑㇔
乖	㇓㇐㇑㇑㇐㇀㇓㇟
喔	㇑㇕㇐㇕㇐㇓㇐㇜㇔㇐㇑㇐
拧	㇐㇚㇀㇔㇔㇇㇐㇚
椰	㇐㇑㇓㇔㇐㇑㇑㇐㇐㇀㇡㇑
棋	㇐㇑㇓㇔㇐㇑㇑㇐㇐㇐㇓㇔
戏	㇇㇔㇐㇂㇓㇔
疗	㇔㇐㇓㇔㇀㇇㇚
洪	㇔㇔㇀㇐㇑㇑㇐㇓㇔
崖	㇑㇗㇑㇐㇓㇐㇑㇐㇐㇑㇐
丅	㇐㇑
谭	㇔㇊㇐㇑㇕㇑㇑㇐㇑㇕㇐㇐㇐㇑
党	㇑㇔㇓㇔㇇㇑㇕㇐㇓㇟
贯	㇗㇕㇑㇐㇑㇕㇓㇔
